http://www.tripadvisor.com/Hotel_Review-g32766-d190271-Reviews-orASDF0-Senza_Hotel-Napa_Napa_Valley_California.html#REVIEWS
63, my wife and i spent two nights here for a weekend getaway to napa hotel was very clean and our room in the historic building was stunning bed was comfortable and could not hear any road noise staff was attentive breakfast was incredible and the wine tasting in the evening was an added bonus hot tub and fire pit area 
64, we went to napa for one night and stayed here it is a beautiful hotel with comfortable luxurious rooms looking over vineyards we had wine tasting and cheese in the afternoon from a local vineyard who came to the hotel breakfast was delicious and the staff was very kind and attentive if i have to find a flaw it would 
65, this was a mother daughter trip and it was a perfect place to stay the rooms are beautifully decorated and it was hot so the pool was lovely the breakfast was incredible much better than any i have ever had included in a hotel stay i have already recommended this to several people and will definitely return the other wonderful thing is 
66, i had booked our stay through their website a couple of weeks in advance of our stay everything worked out perfectly we were upgraded to a beautiful big room cellar room which we enjoyed a lot the breakfast and wine hour in the evening are also excellent the pool and gym are on the small side but thats probably not 
67, my husband and i stayed here a few days ago during harvest season at first glance the hotel is right on hwy  and maybe not too appealing but once you drive back into the property and then stay there you realize its a boutique gem the entire property was completely remodeled a year ago and it still feels very 
68, from the check in we were in love with senza the property was tranquil beautiful and new our room king room and my brothers room which was a king suite with vineyard view were both impeccable beautifully appointed and so welcoming after a long day out another way to win a womans heart is to have a magnifying makeup mirror 
69, if you are looking a boutique hotel in napa valley on the outskirts of town but in the middle of wine country the senza hotel is your place the rooms are very nice and well appointed the wine happy hour is good and the breakfast in the morning is a perfect way to start the day we loved the location 
70, everyone was super friendly our room was lovely breakfast was delicious plus they offered a great complimentary wine and charcuterie happy hour pool hot tub small workout facilities and the firepit were a plus too loved it 
71, the senza hotel is a true deluxe experience even for the seasoned traveler from the attentive staff to the wonderful breakfasts and wine socializing in the early evening we enjoyed every minute this recommendation comes from a guest who knows a gold standard when she experiences it 
72,amazing hotel service to be improved
73,gorgeous property
74,beautiful property in napa
75,sleek modern and loved it
76,lovely property
77,spa like and contemporary
78,better than the auberge
79,lovely place
80,made our trip
81,could do better
82,is there a shuttle service from airport sfo regards
83,we have reservations for two nights in october we would like to hire a driver for a private tour for the day to   wineries of our choice do you have a recommendation
84,what view do you get when you book a senza king room can you request or get a vineyard view
85,people keep talking about the cottages or cabins but when i look to book they do not show any cottages are the vineyard suites the cottages 
86, stayed here as part of our honeymoon tour and to be honest the room itself and hotel were amazing well worth the money spent spacious clean modern and very comfortable close to everything you need and only a short stroll to a great italian restaurantthe only problem is the hotel took over  off our credit card and over numerous 
87, we stayed just one night on our way back from visiting vineyards and wished could stay longer the room was impeccable and very well appointedthe grounds are gorgeous with art and fountains contributing to a peaceful and relaxing setting the wine tasting and breakfast were excellent highly recommended  
88, the senza is a really beautiful property on the verge of becoming even better the hotel went through a recent ground up remodel and the design and detail is quite tasteful and accommodating the rooms have a warm inviting color palate and all the modern amenities and some have gorgeous views across the vineyards and the napa valley the only 
89, we stayed here two nights and thought it was wonderful the rooms are spacious and luxurious with all the amenities the bed was very comfortable the bathroom is big enough for  people to get ready at the same time with a huge soaker tub large shower and a double vanity at six pm they have a wine a cheese 
90, nice rooms cozy decor their breakfast is great with good coffee quiches berries organic yogurt a very nice italian bistro just  minutes away lots of great restaurants nearby a walk in the vinery behind the property in the early morning is a great way to start your day would definitely recommend 
91, hotel senza is lovely contemporary and elegant the hotel is right in between yontville and napa so easy to get to both places we stayed in one of the new buildings room  which has a view of the pool very quiet my brother stayed here before the remodel and said to book rooms away from the entrance due to 
92, this was my husband and mines third trip to napa the two times before we had stayed at the auberge we love the auberge the grounds are beautiful and the service is impeccable we love senza even more and the price is so much less they have wonderful grounds you are in the vineyards grapes growing all around you they 
93, we stayed here for  nights and he place was lovely the room is contemporary and spacious the bathroom shower fits  people the beds are super comfortable with nice big pillows if contemporary and modern are not your preference the room may feel stark and cold but we loved it it felt uncluttered and clean to us we had 
94, i stayed at senza in july  for my first trip napa and it was absolutely perfect we had a beautiful room looking right out to the vineyards that was extremely clean and well kept beds and shower were outstanding the boutique style made us feel at home during our stay while simultaneously giving us the grand napa experience the 
95, id like to give the senza a higher score but i cant because it lets itself down on too many fronts it could and should do better we stayed here four years ago when it was the very attractive and welcoming la residence now called senza its been extended on a grand scale and maybe the homeliness is missing on 
96,loved it
97,very good
98,great find in napa
99,nice place
100,not worth the price paid
101,fabulous stay in napa
102,napa weekend
103,understated luxe
104,romantic getaway
105,beyond expectation 
106,is there a shuttle service from airport sfo regards
107,we have reservations for two nights in october we would like to hire a driver for a private tour for the day to   wineries of our choice do you have a recommendation
108,what view do you get when you book a senza king room can you request or get a vineyard view
109,people keep talking about the cottages or cabins but when i look to book they do not show any cottages are the vineyard suites the cottages 
110, beautiful we loved it here the internet was a little slow but that is the only negative the hotel is walking distance to a restaurant which was very convenient we really liked the hot tub and sitting by the fire after the rooms were great staff was helpful and we loved scenery 
111, senza is a very good property near napa strategically located in the valley with napa to the south and several quaint small towns to the north an unexpected room upgrade made this stay much better prices are reasonable for the areastaff was friendly and very helpful with suggestions on wineries and restaurants room was modern as described by other guests 
112, restful peace this is the place to come if you you want restful peace in napa we stayed in a vineyard suite and it did not dissapoint price  very reasonable for the napayountville area accomodations  modern vey clean and comfortable along with a heated floor food  the breakfast in the morning really kick started our day there were pastries from 
113, senza is a well appointed property with a friendly staff   minutes from downtown napa appears to be recently updated and well maintained daily breakfast and wine tasting are well done uber is readily available to whisk you off for dinner in the valley i will stay at senza again 
114, ill start with the positives the room was very spacious and well appointed nice decor all in all very nice we stayed up in room  in the hall block supposedly the quietest and most expensive rooms the room had a beautiful view of the vineyard and the super busy road and now the areas of concern the road noise 
115, this is my first time back since the renovation and all i can say is wow they have done such an amazing job the updated room are absolute perfection and loved having the two queen bed option for our girls weekend a few highlightsheated floors in the bathroom  person shower floating bathtub hugecomfy balcony overlooking the pool relaxing spafirepit 
116, i stayed at the senza hotel for a girls weekend with friends our room was fantastic very clean and comfortable especially the heated bathroom floors the morning breakfast and evening wine and cheese was outstanding and the service was impeccable i would be delighted to stay at the senza again and i will enthusiastically recommend the senza hotel to my 
117, we have never stayed here when it was la residence but i can tell you we thoroughly enjoyed our  day stay here at senza we had room  which is a corner suite and probably the most private room on the property it is very contemporary so if the minimalist look is not to your taste then you may 
118, the hotel felt very cosy and homy the room was large clean and very comfortable the fireplace was a great asset for chilly mornings and evenings breakfast was a very nice selection of local goodies and the nespresso machine topped it all off the daily wine tastings with local cheeses and salamis were great we would definitely recommend this hotel 
119, i would be less than candid when driving to senza hotel that the howard lane address gave me a bit of concern silly me this best in class   star hideaway blew me away nestled in a vineyard our arrival was greeted by a professional and gleaming staff our accommodations over the top the huge spa like bathroom the 
120,not la residance
121,nicest hotel in northern california
122,lovely hotel
123,hidden germ
124,perfect for a couples weekend
125,an absolute pleasure 
126,great choice for romantic napa weekend
127,nicely hidden
128,loved it
129,lovely hotel oasis
130,is there a shuttle service from airport sfo regards
131,we have reservations for two nights in october we would like to hire a driver for a private tour for the day to   wineries of our choice do you have a recommendation
132,what view do you get when you book a senza king room can you request or get a vineyard view
133,people keep talking about the cottages or cabins but when i look to book they do not show any cottages are the vineyard suites the cottages 
134, we had stayed at la residance with our children years ago and remember it as friendly cozy place with beautiful gardens and rooms that varied from inn like in the mansion to newer luxury rooms on the northern side of the property the two friendly owners apparently sold it to the current company which completely remodeled it and added two new 
135, we had a beautiful and squeaky clean room with a wonderful view the customer service was excellent from the minute we booked the room until the moment we checked out as a bonus the continental breakfast was anything but quiche baked goods from bouchon berries and espresso  yum i plan to stay at the senza every time im in the napa area 
136, went to napa for a girls trip and loved the senza the rooms and service are great the breakfast is lovely and the wine tasting in the evening is perfect the grounds have many wonderful areas to sit and relax 
137, visited napa few time choosing the hotel always been a tough part this time i think we hit the right place we were looking a place near most winery but yet still away from crowd the hotel is located off the freeway with unique buildings combined into one hotel we stayed at the king suite with private patio located across 
138, senza is a great boutique hotel with a perfect location if you are there for winery visits and very well run  maintained we had a four night stay with another couple we stayed in the second floor of the parker mansion and that was perfect for a two couple stay very private large and well appointed roomswe were both 
139, stayed here on a west coast road trip and had such a lovely time our room was super comfy with plush bedding a stone fireplace and a marble bathroom we also had a little sitting area outside our room with views of the vineyard they had a wine and cheese reception happening when we checked in which was delish also 
140, cannot say enough great things about the senza beautifully appointed room with fireplace delicious buffet breakfast and lovely wine reception each nite pool area is lovely complete with shaded cabanas highly recommend 
141, the two ladies at the front desk were very nice and one of them asked us to leave our plates rather than put them away since were on vacation she joked we can always help them out in the kitchen the lady who took care of breakfast in the morning was lively and very energetic it was a breath of 
142, everything is newly renovated and comfortable the breakfast is terrific and they also have a nice evening sip with good food to accompany it staff is very nice and accommodating highly recommend it 
143, we loved our stay at the senza hotel it was such a beautiful oasis for our overnight stay the room was simply but tastefully decorated in soothing colors and the bathroom was modern with clean lines i loved the lush towels and bedroom slippers and robes   great for relaxing there was a gas fireplace but it was in the 
144,beautiful napa valley boutique resort great getaway
145,a great hotel
146,charming and peaceful 
147,lovely just lovely
148,beautiful well appointed property
149,sensational rooms   but not the wineland feeling
150,wonderful boutique hotel
151,wonderful stay
152,perfection
153,a delight
154,is there a shuttle service from airport sfo regards
155,we have reservations for two nights in october we would like to hire a driver for a private tour for the day to   wineries of our choice do you have a recommendation
156,what view do you get when you book a senza king room can you request or get a vineyard view
157,people keep talking about the cottages or cabins but when i look to book they do not show any cottages are the vineyard suites the cottages 
158, overall very good experience with the senza hotel great location great rooms newly renovated great breakfast we stayed  nights during the july th weekend while booking we had some issues with getting our confirmation email for the first night payment and also for recommendations on wineries i had to call twice to remind them to send both the concierge 
159, we stayed at senza for four nights and had a great time the location is perfect for those wanting to see both napa and sonoma the amenities were great as well the daily breakfast is delicious and the views are spectacular we used the spa services and the pool and thoroughly enjoyed both the staff for the most part was 
160, what a hidden gem this hotel is we found it on trip advisor and couldnt be happier with the entire facility our roomwhich faces the vineyard is absolutely gorgeous it is well appointed with every amenity one could possibly want including a gas fireplace and heated bathroom floors the  daily wine tasting offers guests more food than i have 
161, my wife chose this hotel to give us a real hit of luxury during a recent trip to the us it did not disappoint the room was huge and beautiful the linen was wonderful the bathroom was luxurious and the hotel facilities were first rate the wine tasting and artisnal snacks were an unexpected bonus and breakfast was a delicious 
162, we recently stayed  nights at la senza and would highly recommend it our stay was an amazing experience the property is lovely with a heated pool cabanas jacuzzi and a beautiful breakfast area and patio the rooms at this boutique hotel are luxurious spacious and feature a contemporary decor with comfortable beds a fireplace huge bathrooms with heated floors 
163, this is an amazing hotel the rooms are super modern i had room  which was on the nd floor which i would recommend the breakfast is more european style with great fresh berries nespresso machine and awesome pastries the fitness is small but ok the pool with the fence around is not as charming as i thought the location 
164, we spent three nights at this boutique hotel the room was spacious and the bathroom was large enough to host a party the wine refrigerator was a nice addition as we were able to continue enjoying the wines we tasted earlier in the day when we returned to the comfort of the room the large patio doors opened to a 
165, my wife and i stayed here for  nights the hotel is small and beautiful the complimentary breakfast is very complete and serves locally made pastries the coffee is excellent best of all the hotel is quiet and creates a very relaxing atmosphere 
166, just returned from a  night stay at senza the staff was very friendly and helpful the entire time we were there the room was very large and newly remodeled the bathroom was very very large which i love they had some of the very best beds ive ever experienced away from home the mattresses and bedding were dreamy no road noise or 
167, spent  nights at senza early june it seems a little strange driving into the hotel grounds right off the highway but this hotel was a delight we heard no noise at all from cars on the highway check in was efficient  staff super friendly our room was new with a modern look to it shower simply enormous fireplace 
168,senza
169,nice hotel great breakfast helpful staff
170,amazing property service food and environment
171,the secert is out in napa the best place to stay
172,beautiful trip in napa
173,perfection
174,love this place   will def be back  
175,lovely room and grounds
176,a get away
177,cool and contempory
178,is there a shuttle service from airport sfo regards
179,we have reservations for two nights in october we would like to hire a driver for a private tour for the day to   wineries of our choice do you have a recommendation
180,what view do you get when you book a senza king room can you request or get a vineyard view
181,people keep talking about the cottages or cabins but when i look to book they do not show any cottages are the vineyard suites the cottages 
182, my husband and i stayed at senza for our  year wedding anniversary we were pleased to find a surprise cheesecake in the fridge as a gift for our anniversary  amazing the hotel and grounds are beautiful the rooms are very modern and clean we stayed in a cellar king  although a bit pricier than the other rooms it was 
183, spent two nights here on a trip to napa we really enjoyed the hotel although it was probably a bit overpriced so we got a senza king room and while it was a nice size the room as a whole was very bland the walls were bare and that was a bit odd the fire place was great and though 
184, all i can say is wow what an incredible experience at this hotel the staff was so accommodating and helpful we got in a little early one day and they were so friendly and allowed us to check in early the hotel rooms are luscious and beautiful and very modern they have a built in fireplace nice patio to relax 
185, what a beautiful place to stay a secret in the middle of wine country i was so surprised and pleased my sister who by the way left a review on here surprised me on my birthday i am a hotel snob like her and boy did she find a gem i am so jealous that its not too far from 
186, the hotel grounds are beautiful and lush with water features plants our room was a king vineyard room and was everything trip advisor fans said it would be great huge bathroom with soaking tub and shower for two   i didnt heat the floors since it was not that cold this last weekend but a nice feature our patio looking 
187, i have been to many hotels when i travel i might actually be a bit of a hotel snob i love travelling to vegas and have stayed in the venetian palazzo wynn encore bellagio and many other five star hotels what a surprise to find the best hotel i have ever stayed in was a thirty minute drive from my 
188, this boutique hotel knows how to do it  hire professional knowledgeable and super nice people marta is the best and took great care of us bf even arriving lay out the best breakfast spread and evening wine tasting create a beautiful experience w in the sleek and comfortable rooms i am in  and will be back also love 
189, loved staying here the room was nice and comfortable and the grounds were beautiful the hotel sits right next to a vineyard also the complimentary breakfast was very nice with lots of pastries from a local bakery as well as fruit meat cheese yogurt and oatmeal id stay here again and would recommend to my friends 
190, loved this place will go again very on top with every thing great bed  linens breakfast was the best ever stayed for one night on a sunday which was affordable they made our dinner reservations which is always a good thing going to napa bathroom was not real big but had a great shower 
191, just got home from a couple days in napa and sonoma valleys this go round we stayed at senza it has a very contemporary vibe great breakfast buffet and easy to find location our room had a view of the vineyards and was located on the back side of the building away from the street we found it very comfortable 
192,this is where to stay in napa
193,great place for solo traveler
194,wonderful experience
195,beautiful hotel
196,fantastic hotel
197,fine wine and a fine hotel
198,perfect for a romantic getaway
199,very pleasant experience
200,not quite
201,great hotel in napa
202,is there a shuttle service from airport sfo regards
203,we have reservations for two nights in october we would like to hire a driver for a private tour for the day to   wineries of our choice do you have a recommendation
204,what view do you get when you book a senza king room can you request or get a vineyard view
205,people keep talking about the cottages or cabins but when i look to book they do not show any cottages are the vineyard suites the cottages 
206, i couldnt be more thrilled with our choice of hotel the hotel is located in vineyards a few minutes from downtown the rooms are lovely the service perfect and the setting breathtaking we had the most wonderful weekend and the senza was a part of it perfect for a group of friends couples and families this quaint hotel has it 
207, loved this beautiful hideout great facilities super convenient location to all of napa i attended two day intensive wine school downtown staff was attentive luxurious bed and sheets ill be back hope they wont be booked up now that the secret is out 
208, the experience with this hotel was fantastic great staff room snacks grounds and location everyone was very friendly and helpful the room was spacious bright and the bed amazing the continental breakfast was over the top and the wine and cheese happy hours delicious the grounds are beautiful and the pool and hot tub perfection from this location you can 
209, my husband and i spent three wonderful peaceful tranquil nights at senza the staff managers tim and graham were great the continental breakfast was excellent the evening wine tasting was wonderful we would return tomorrow if we could we loved it so much 
210, we went there for a nice relaxing weekend getaway and thats exactly what we got the pool hot tub workout room managers reception and service were outstanding i highly recommend this place and i will return in the future 
211, we stayed in a beautiful suite at the senza double french doors opening up to a view of the vineyard and mountains gas fireplace heated bathroom floors private balcony wine and cheese each evening and an incredible continental breakfast each morning i hated to leave 
212, we absolutely loved the modern decor and amenities of this secluded yet conveniently located boutique hotel from the wonderful breakfast to the daily wine tastings the well appointed rooms to the private pool cabanas senza has everything you can think of for a romantic stay 
213, ditto what dinnerguest said in their review we had similar experience and had an upstairs room on the end that probably helped the quiet comfortable stay the staff was wonderful helpful and eager to please their concierge services helped me plan a trip i had little time to research and it was terrific they made tour food and other suggestions 
214, the property seemed nice enough it was beautifully decorated and clean however it was not quite a luxury property and heres why the walls were very thin this made for interesting nighttime listening and in the morning the vacuum upstairs sounded like a jet engine if i were sleeping i would have been pissed i didnt like their no later 
215, i recently stayed at senza with my wife on a long weekend trip to escape the northeast cold and celebrate a birthday we had a terrific time at senza and loved the close proximity to yountville and how easy it was to get up the valley in the morning we also absolutely loved the outdoor fire pit and we would 
216,enjoyed every minute
217,great stay good breakfast awesome bathroom
218,hidden gem in napa brand new contemporary hotel great value
219,best part of our napa trip
220,this place is so relaxing and wonderful
221,epitome of modern napa luxury
222,cute hotel while staff was friendly the service was off
223,can we move in please
224,nice and relaxing spot
225,elegant and modern boutique hotel
226,is there a shuttle service from airport sfo regards
227,we have reservations for two nights in october we would like to hire a driver for a private tour for the day to   wineries of our choice do you have a recommendation
228,what view do you get when you book a senza king room can you request or get a vineyard view
229,people keep talking about the cottages or cabins but when i look to book they do not show any cottages are the vineyard suites the cottages 
230, senza is a small boutique hotel in the perfect location if you are in the napa area for wine tasting our room was fantastic it had sliding glass doors leading to a small furnished patio that overlooked a soon to be planted vineyard a wide screen tv was over a gas burning fireplace the room came with a complimentary bottle of wine 
231, we started in the mansion   parker mansion   and i thought ok i give it six hours until my wife asks to move rooms she was a good sport about it until she realized she forgot her sleeping pills then all of the sudden the room was a little too noisy   being right off highway  i thought 
232, this  room brand new hotel is situated only min drive from yountville based on their website it is hard to figure out the differences between the rooms basically there are  different buidlings apart from the parker mansion which is a restored building renovated with some very charming and cosy rooms the rooms in the other buidlings are quite similar 
233, booked from looking at the web sites their site looked really good so we opted for a vineyard suite the fireplace kept us warm the heated floors kept our toes cozy warm and the bed was comfortable the wine reception was hosted by a different winery every night and the breakfast was a gourmet meal the view from our room 
234, we stayed here on a monday night i wanted two beds rather than a king so the nice woman at the desk gave us a garden suite it was beautiful and so peaceful th room was unreal  fireplace heated floors amazing tub the breakfast was awesome i would come here every weekend if i could the hot tub was perfect 
235, our stay was absolutely fabulous we stayed in a fantastic room that overlooked their cabana surrounded pool our room featured a high ceiling in the bedroom and the spacious bathroom had heated floors which was an absolute dream given the chilly spring mornings and evenings in northern california there was a beautifully furnished balcony outside our room where we enjoyed a 
236, the hotel is cute but very close to the highway the staff were friendly and accommodating but things didnt quite work as planned they arranged a car for us and the price was  more per hour at the end of the day than we had been quoted they also arranged for a private wine tasting but when we arrived 
237, i am so in love with this hotel i kept asking my husband if we could move in the hospitality the ambiance the breakfast and wine hour the beautiful surroundings and spectacular location were all top of the line we travel quite a bit and this was one of my favorite hotels i have ever stayed in we had a 
238, looooove this hotel so nice and relaxing perfectl location includes breakfast in the morning with bouchon pastries and more and wine and cheese tasting every afternoon we were in a suite and liked it a lot clean beatiful with a nice balcony that invites you to seat and just look at the landscape recommended 
239, we arrived at senza on march th and stayed only one night to say we were impressed by the hotel overall would be an understatement from what i understand there are several different houses or buildings with several different rooms within each our room was in the main building where the lobby is located we stayed in room  which 
240,amazing place to stay in wine region
241,impressive hotel
242,senza hotel
243,luxury
244,modern clean comfy boutique hotel
245,such a relaxing stay
246,very clean modern place that is reasonably priced
247,lovely boutique hotel with very personable service
248,terrific update
249,wow
250,is there a shuttle service from airport sfo regards
251,we have reservations for two nights in october we would like to hire a driver for a private tour for the day to   wineries of our choice do you have a recommendation
252,what view do you get when you book a senza king room can you request or get a vineyard view
253,people keep talking about the cottages or cabins but when i look to book they do not show any cottages are the vineyard suites the cottages 
254, we absolutely loved our stay at this boutique hotel great rooms the fireplace was an amazing touch with robes great products   everything felt clean homey and luxurious close to yountville and many amazing wineries   just a quick drive away great wine hour and breakfast buffet featuring pastries from bouchon   yum we will definitely come back and stay 
255, the remodeled senza hotel is impressive our room was modern but had a very warm ambiance special touches like robes provided heated bathroom floor complimentary breakfast that was first class made our stay very enjoyable the staff was extremely attentive and helpful we would definitely stay at senza on a future trip to napa 
256, this is a relatively new hotel it opened late last year used to be la residence over all landscape is nicely done because it is next to the st helena hwy the front units can be a bit noisy we asked to change to mid section room and it is much better althought not as many windows as the corner 
257, we stayed here one night and enjoyed the wine hour the room was particularly a stand out it had a fireplace the bathroom amenities were great great cosmetics and luxurious towels beds were comfortable gowns available and iron and ironing board ipod docking station was great add too all rooms are close to the reception where breakfast is served breakfast 
258, we loved this hotel we stayed in a relaxing modern clean room with an awesome fireplace the huge freestanding tub and heated bathroom floor were my favoritesmy husband loved the breakfast with locally made pastries and the happy hour with wine tasting and we both loved the fact that we sat on our patio within arms reach of grapevines we 
259, we absolutely loved this hotel the fireplace the balcony overlooking the soon to be vineyard the soaking tub wonderful wine tasting each evening really i could go on we stayed in a vineyard king suite and my only complaint was that it is on the main road while this makes it super convenient to visit wineries you could hear road noise while 
260, the rooms are large clean and modern we stayed in one with a fireplace and that was nice to have if they had more staff that would have been good there are not many and they are usually busy i like the breakfast that is included great pastries 
261, our one night stay here was not enough senza is a small modern fairly new boutique hotel located right off of the highway the only qualm was a bit of traffic noise from our room our room was immaculate and smelled very fresh when we arrived the rooms are contemporary with fireplaces and although there was no bathtub in the 
262, so glad i was able to stay at senza to check out their redo i love how they modernized but still have the personal touches that make a stay here so enjoyable will definitely try to visit again soon 
263, my first trip to napa and was totally impressed with the beauty of the senza hotel stayed in a vineyard view room can only image what the view would be during harvest the fireplace and heated bathroom floors were a definitely plus for those cool evenings and mornings in january the staff was so personable and helpful and available for 
264,best service and amenities to beat all
265,exceptional napa hotel
266,delightful stay
267,so far so good
268,lovely stay but still a bit impersonal and understaffed
269,modern and comfortable luxury
270,very clean rooms but lacking in personal touch feels very cookie cutter
271,perfect stay cation
272,spectacular
273,senza rocks
274,is there a shuttle service from airport sfo regards
275,we have reservations for two nights in october we would like to hire a driver for a private tour for the day to   wineries of our choice do you have a recommendation
276,what view do you get when you book a senza king room can you request or get a vineyard view
277,people keep talking about the cottages or cabins but when i look to book they do not show any cottages are the vineyard suites the cottages 
278, i was fortunate enough to stay at senza during a businesspleasure trip and was blown away by the seclusion and beauty of this hotel the rooms are spacious and love the heated floors of course the fireplace completes the setting 
